distance_from_food_x,distance_from_food_y,action
0.292,0.018,LEFT
0.282,0.018,LEFT
0.272,0.018,LEFT
0.262,0.018,LEFT
0.252,0.018,LEFT
0.242,0.018,LEFT
0.232,0.018,LEFT
0.222,0.018,LEFT
0.212,0.018,LEFT
0.202,0.018,LEFT
0.192,0.018,LEFT
0.182,0.018,LEFT
0.172,0.018,LEFT
0.162,0.018,LEFT
0.152,0.018,LEFT
0.142,0.018,LEFT
0.132,0.018,LEFT
0.122,0.018,LEFT
0.112,0.018,LEFT
0.102,0.018,LEFT
0.092,0.018,LEFT
0.082,0.018,LEFT
0.072,0.018,LEFT
0.062,0.018,LEFT
0.052,0.018,LEFT
0.042,0.018,LEFT
0.032,0.018,LEFT
0.022,0.018,LEFT
-0.15,-0.332,LEFT
-0.15,-0.322,DOWN
-0.15,-0.312,DOWN
-0.15,-0.302,DOWN
-0.15,-0.292,DOWN
-0.15,-0.282,DOWN
-0.15,-0.272,DOWN
-0.15,-0.262,DOWN
-0.15,-0.252,DOWN
-0.15,-0.242,DOWN
-0.15,-0.232,DOWN
-0.15,-0.222,DOWN
-0.15,-0.212,DOWN
-0.15,-0.202,DOWN
-0.15,-0.192,DOWN
-0.15,-0.182,DOWN
-0.15,-0.172,DOWN
-0.15,-0.162,DOWN
-0.15,-0.152,DOWN
-0.15,-0.142,DOWN
-0.15,-0.132,DOWN
-0.15,-0.122,DOWN
-0.15,-0.112,DOWN
-0.15,-0.102,DOWN
-0.15,-0.092,DOWN
-0.15,-0.082,DOWN
-0.15,-0.072,DOWN
-0.15,-0.062,DOWN
-0.15,-0.052,DOWN
-0.15,-0.042,DOWN
-0.15,-0.032,DOWN
-0.15,-0.022,DOWN
-0.14,-0.022,RIGHT
-0.13,-0.022,RIGHT
-0.12,-0.022,RIGHT
-0.11,-0.022,RIGHT
-0.1,-0.022,RIGHT
-0.09,-0.022,RIGHT
-0.08,-0.022,RIGHT
-0.07,-0.022,RIGHT
-0.06,-0.022,RIGHT
-0.05,-0.022,RIGHT
-0.05,-0.012,DOWN
-0.04,-0.012,RIGHT
-0.03,-0.012,RIGHT
-0.02,-0.012,RIGHT
-0.772,-0.344,DOWN
-0.772,-0.334,DOWN
-0.772,-0.324,DOWN
-0.772,-0.314,DOWN
-0.772,-0.304,DOWN
-0.772,-0.294,DOWN
-0.772,-0.284,DOWN
-0.772,-0.274,DOWN
-0.772,-0.264,DOWN
-0.772,-0.254,DOWN
-0.772,-0.244,DOWN
-0.772,-0.234,DOWN
-0.772,-0.224,DOWN
-0.772,-0.214,DOWN
-0.772,-0.204,DOWN
-0.772,-0.194,DOWN
-0.772,-0.184,DOWN
-0.772,-0.174,DOWN
-0.772,-0.164,DOWN
-0.772,-0.154,DOWN
-0.772,-0.144,DOWN
-0.772,-0.134,DOWN
-0.772,-0.124,DOWN
-0.772,-0.114,DOWN
-0.772,-0.104,DOWN
-0.772,-0.094,DOWN
-0.772,-0.084,DOWN
-0.772,-0.074,DOWN
-0.772,-0.064,DOWN
-0.772,-0.054,DOWN
-0.772,-0.044,DOWN
-0.772,-0.034,DOWN
-0.772,-0.024,DOWN
-0.772,-0.014,DOWN
-0.772,-0.004,DOWN
-0.772,0.006,DOWN
-0.762,0.006,RIGHT
-0.752,0.006,RIGHT
-0.742,0.006,RIGHT
-0.732,0.006,RIGHT
-0.722,0.006,RIGHT
-0.712,0.006,RIGHT
-0.702,0.006,RIGHT
-0.692,0.006,RIGHT
-0.682,0.006,RIGHT
-0.672,0.006,RIGHT
-0.662,0.006,RIGHT
-0.652,0.006,RIGHT
-0.642,0.006,RIGHT
-0.632,0.006,RIGHT
-0.622,0.006,RIGHT
-0.612,0.006,RIGHT
-0.602,0.006,RIGHT
-0.592,0.006,RIGHT
-0.582,0.006,RIGHT
-0.572,0.006,RIGHT
-0.562,0.006,RIGHT
-0.552,0.006,RIGHT
-0.542,0.006,RIGHT
-0.532,0.006,RIGHT
-0.522,0.006,RIGHT
-0.512,0.006,RIGHT
-0.502,0.006,RIGHT
-0.492,0.006,RIGHT
-0.482,0.006,RIGHT
-0.472,0.006,RIGHT
-0.462,0.006,RIGHT
-0.452,0.006,RIGHT
-0.442,0.006,RIGHT
-0.432,0.006,RIGHT
-0.422,0.006,RIGHT
-0.412,0.006,RIGHT
-0.402,0.006,RIGHT
-0.392,0.006,RIGHT
-0.382,0.006,RIGHT
-0.372,0.006,RIGHT
-0.362,0.006,RIGHT
-0.352,0.006,RIGHT
-0.342,0.006,RIGHT
-0.332,0.006,RIGHT
-0.322,0.006,RIGHT
-0.312,0.006,RIGHT
-0.302,0.006,RIGHT
-0.292,0.006,RIGHT
-0.282,0.006,RIGHT
-0.272,0.006,RIGHT
-0.262,0.006,RIGHT
-0.252,0.006,RIGHT
-0.242,0.006,RIGHT
-0.232,0.006,RIGHT
-0.222,0.006,RIGHT
-0.212,0.006,RIGHT
-0.202,0.006,RIGHT
-0.192,0.006,RIGHT
-0.182,0.006,RIGHT
-0.172,0.006,RIGHT
-0.162,0.006,RIGHT
-0.152,0.006,RIGHT
-0.142,0.006,RIGHT
-0.132,0.006,RIGHT
-0.122,0.006,RIGHT
-0.112,0.006,RIGHT
-0.102,0.006,RIGHT
-0.092,0.006,RIGHT
-0.082,0.006,RIGHT
-0.072,0.006,RIGHT
-0.062,0.006,RIGHT
-0.052,0.006,RIGHT
-0.042,0.006,RIGHT
-0.032,0.006,RIGHT
-0.022,0.006,RIGHT
0.556,0.798,RIGHT
0.556,0.788,UP
0.556,0.778,UP
0.556,0.768,UP
0.556,0.758,UP
0.556,0.748,UP
0.556,0.738,UP
0.556,0.728,UP
0.556,0.718,UP
0.556,0.708,UP
0.556,0.698,UP
0.556,0.688,UP
0.556,0.678,UP
0.556,0.668,UP
0.556,0.658,UP
0.556,0.648,UP
0.556,0.638,UP
0.556,0.628,UP
0.556,0.618,UP
0.556,0.608,UP
0.556,0.598,UP
0.556,0.588,UP
0.556,0.578,UP
0.556,0.568,UP
0.556,0.558,UP
0.556,0.548,UP
0.556,0.538,UP
0.556,0.528,UP
0.556,0.518,UP
0.556,0.508,UP
0.556,0.498,UP
0.556,0.488,UP
0.556,0.478,UP
0.556,0.468,UP
0.556,0.458,UP
0.556,0.448,UP
0.556,0.438,UP
0.556,0.428,UP
0.556,0.418,UP
0.556,0.408,UP
0.556,0.398,UP
0.556,0.388,UP
0.556,0.378,UP
0.556,0.368,UP
0.556,0.358,UP
0.556,0.348,UP
0.556,0.338,UP
0.556,0.328,UP
0.556,0.318,UP
0.556,0.308,UP
0.556,0.298,UP
0.556,0.288,UP
0.556,0.278,UP
0.556,0.268,UP
0.556,0.258,UP
0.556,0.248,UP
0.556,0.238,UP
0.556,0.228,UP
0.556,0.218,UP
0.556,0.208,UP
0.556,0.198,UP
0.556,0.188,UP
0.556,0.178,UP
0.556,0.168,UP
0.556,0.158,UP
0.556,0.148,UP
0.556,0.138,UP
0.556,0.128,UP
0.556,0.118,UP
0.556,0.108,UP
0.556,0.098,UP
0.556,0.088,UP
0.556,0.078,UP
0.556,0.068,UP
0.556,0.058,UP
0.556,0.048,UP
0.556,0.038,UP
0.556,0.028,UP
0.556,0.018,UP
0.546,0.018,LEFT
0.536,0.018,LEFT
0.526,0.018,LEFT
0.516,0.018,LEFT
0.506,0.018,LEFT
0.496,0.018,LEFT
0.486,0.018,LEFT
0.476,0.018,LEFT
0.466,0.018,LEFT
0.456,0.018,LEFT
0.446,0.018,LEFT
0.436,0.018,LEFT
0.426,0.018,LEFT
0.416,0.018,LEFT
0.406,0.018,LEFT
0.396,0.018,LEFT
0.386,0.018,LEFT
0.376,0.018,LEFT
0.366,0.018,LEFT
0.356,0.018,LEFT
0.346,0.018,LEFT
0.336,0.018,LEFT
0.326,0.018,LEFT
0.316,0.018,LEFT
0.306,0.018,LEFT
0.296,0.018,LEFT
0.286,0.018,LEFT
0.276,0.018,LEFT
0.266,0.018,LEFT
0.256,0.018,LEFT
0.246,0.018,LEFT
0.236,0.018,LEFT
0.226,0.018,LEFT
0.216,0.018,LEFT
0.206,0.018,LEFT
0.196,0.018,LEFT
0.186,0.018,LEFT
0.176,0.018,LEFT
0.166,0.018,LEFT
0.156,0.018,LEFT
0.146,0.018,LEFT
0.136,0.018,LEFT
0.126,0.018,LEFT
0.116,0.018,LEFT
0.106,0.018,LEFT
0.096,0.018,LEFT
0.086,0.018,LEFT
0.076,0.018,LEFT
0.066,0.018,LEFT
0.056,0.018,LEFT
0.046,0.018,LEFT
0.036,0.018,LEFT
0.026,0.018,LEFT
0.14,-0.87,LEFT
0.14,-0.86,DOWN
0.14,-0.85,DOWN
0.14,-0.84,DOWN
0.14,-0.83,DOWN
0.14,-0.82,DOWN
0.14,-0.81,DOWN
0.14,-0.8,DOWN
0.14,-0.79,DOWN
0.14,-0.78,DOWN
0.14,-0.77,DOWN
0.14,-0.76,DOWN
0.14,-0.75,DOWN
0.14,-0.74,DOWN
0.13,-0.74,LEFT
0.13,-0.73,DOWN
0.13,-0.72,DOWN
0.13,-0.71,DOWN
0.13,-0.7,DOWN
0.13,-0.69,DOWN
0.13,-0.68,DOWN
0.13,-0.67,DOWN
0.12,-0.67,LEFT
0.12,-0.66,DOWN
0.12,-0.65,DOWN
0.12,-0.64,DOWN
0.12,-0.63,DOWN
0.12,-0.62,DOWN
0.12,-0.61,DOWN
0.12,-0.6,DOWN
0.12,-0.59,DOWN
0.12,-0.58,DOWN
0.12,-0.57,DOWN
0.12,-0.56,DOWN
0.12,-0.55,DOWN
0.12,-0.54,DOWN
0.12,-0.53,DOWN
0.12,-0.52,DOWN
0.12,-0.51,DOWN
0.12,-0.5,DOWN
0.12,-0.49,DOWN
0.12,-0.48,DOWN
0.12,-0.47,DOWN
0.12,-0.46,DOWN
0.12,-0.45,DOWN
0.12,-0.44,DOWN
0.12,-0.43,DOWN
0.12,-0.42,DOWN
0.12,-0.41,DOWN
0.12,-0.4,DOWN
0.12,-0.39,DOWN
0.12,-0.38,DOWN
0.12,-0.37,DOWN
0.12,-0.36,DOWN
0.12,-0.35,DOWN
0.12,-0.34,DOWN
0.12,-0.33,DOWN
0.12,-0.32,DOWN
0.12,-0.31,DOWN
0.12,-0.3,DOWN
0.12,-0.29,DOWN
0.12,-0.28,DOWN
0.12,-0.27,DOWN
0.12,-0.26,DOWN
0.12,-0.25,DOWN
0.12,-0.24,DOWN
0.12,-0.23,DOWN
0.12,-0.22,DOWN
0.12,-0.21,DOWN
0.12,-0.2,DOWN
0.12,-0.19,DOWN
0.12,-0.18,DOWN
0.12,-0.17,DOWN
0.12,-0.16,DOWN
0.12,-0.15,DOWN
0.12,-0.14,DOWN
0.12,-0.13,DOWN
0.12,-0.12,DOWN
0.12,-0.11,DOWN
0.12,-0.1,DOWN
0.12,-0.09,DOWN
0.12,-0.08,DOWN
0.12,-0.07,DOWN
0.12,-0.06,DOWN
0.12,-0.05,DOWN
0.12,-0.04,DOWN
0.12,-0.03,DOWN
0.12,-0.02,DOWN
0.12,-0.01,DOWN
0.11,-0.01,LEFT
0.1,-0.01,LEFT
0.09,-0.01,LEFT
0.08,-0.01,LEFT
0.07,-0.01,LEFT
0.06,-0.01,LEFT
0.05,-0.01,LEFT
0.04,-0.01,LEFT
0.03,-0.01,LEFT
0.02,-0.01,LEFT
0.15,0.55,LEFT
0.15,0.54,UP
0.15,0.53,UP
0.15,0.52,UP
0.15,0.51,UP
0.15,0.5,UP
0.15,0.49,UP
0.15,0.48,UP
0.15,0.47,UP
0.15,0.46,UP
0.15,0.45,UP
0.15,0.44,UP
0.15,0.43,UP
0.15,0.42,UP
0.15,0.41,UP
0.15,0.4,UP
0.15,0.39,UP
0.15,0.38,UP
0.15,0.37,UP
0.15,0.36,UP
0.15,0.35,UP
0.15,0.34,UP
0.15,0.33,UP
0.15,0.32,UP
0.15,0.31,UP
0.15,0.3,UP
0.15,0.29,UP
0.15,0.28,UP
0.15,0.27,UP
0.15,0.26,UP
0.15,0.25,UP
0.15,0.24,UP
0.15,0.23,UP
0.15,0.22,UP
0.15,0.21,UP
0.15,0.2,UP
0.15,0.19,UP
0.15,0.18,UP
0.15,0.17,UP
0.15,0.16,UP
0.15,0.15,UP
0.15,0.14,UP
0.15,0.13,UP
0.15,0.12,UP
0.15,0.11,UP
0.15,0.1,UP
0.15,0.09,UP
0.15,0.08,UP
0.15,0.07,UP
0.15,0.06,UP
0.14,0.06,LEFT
0.13,0.06,LEFT
0.12,0.06,LEFT
0.11,0.06,LEFT
0.1,0.06,LEFT
0.09,0.06,LEFT
0.08,0.06,LEFT
0.07,0.06,LEFT
0.06,0.06,LEFT
0.05,0.06,LEFT
0.05,0.05,UP
0.04,0.05,LEFT
0.04,0.04,UP
0.03,0.04,LEFT
0.03,0.03,UP
0.02,0.03,LEFT
0.02,0.02,UP
0.018,-0.39,LEFT
0.018,-0.38,DOWN
0.018,-0.37,DOWN
0.018,-0.36,DOWN
0.018,-0.35,DOWN
0.018,-0.34,DOWN
0.018,-0.33,DOWN
0.018,-0.32,DOWN
0.018,-0.31,DOWN
0.018,-0.3,DOWN
0.018,-0.29,DOWN
0.018,-0.28,DOWN
0.018,-0.27,DOWN
0.018,-0.26,DOWN
0.018,-0.25,DOWN
0.018,-0.24,DOWN
0.018,-0.23,DOWN
0.018,-0.22,DOWN
0.018,-0.21,DOWN
0.018,-0.2,DOWN
0.018,-0.19,DOWN
0.018,-0.18,DOWN
0.018,-0.17,DOWN
0.018,-0.16,DOWN
0.018,-0.15,DOWN
0.018,-0.14,DOWN
0.018,-0.13,DOWN
0.018,-0.12,DOWN
0.018,-0.11,DOWN
0.018,-0.1,DOWN
0.018,-0.09,DOWN
0.018,-0.08,DOWN
0.018,-0.07,DOWN
0.018,-0.06,DOWN
0.018,-0.05,DOWN
0.018,-0.04,DOWN
0.018,-0.03,DOWN
0.018,-0.02,DOWN
-0.86,0.29,DOWN
-0.86,0.28,UP
-0.86,0.27,UP
-0.86,0.26,UP
-0.86,0.25,UP
-0.86,0.24,UP
-0.86,0.23,UP
-0.86,0.22,UP
-0.86,0.21,UP
-0.86,0.2,UP
-0.86,0.19,UP
-0.86,0.18,UP
-0.86,0.17,UP
-0.86,0.16,UP
-0.86,0.15,UP
-0.86,0.14,UP
-0.86,0.13,UP
-0.86,0.12,UP
-0.86,0.11,UP
-0.86,0.1,UP
-0.86,0.09,UP
-0.86,0.08,UP
-0.86,0.07,UP
-0.86,0.06,UP
-0.86,0.05,UP
-0.86,0.04,UP
-0.85,0.04,RIGHT
-0.84,0.04,RIGHT
-0.83,0.04,RIGHT
-0.82,0.04,RIGHT
-0.81,0.04,RIGHT
-0.8,0.04,RIGHT
-0.79,0.04,RIGHT
-0.78,0.04,RIGHT
-0.77,0.04,RIGHT
-0.76,0.04,RIGHT
-0.75,0.04,RIGHT
-0.74,0.04,RIGHT
-0.73,0.04,RIGHT
-0.72,0.04,RIGHT
-0.71,0.04,RIGHT
-0.7,0.04,RIGHT
-0.69,0.04,RIGHT
-0.68,0.04,RIGHT
-0.67,0.04,RIGHT
-0.66,0.04,RIGHT
-0.65,0.04,RIGHT
-0.64,0.04,RIGHT
-0.63,0.04,RIGHT
-0.62,0.04,RIGHT
-0.61,0.04,RIGHT
-0.6,0.04,RIGHT
-0.59,0.04,RIGHT
-0.58,0.04,RIGHT
-0.57,0.04,RIGHT
-0.56,0.04,RIGHT
-0.55,0.04,RIGHT
-0.54,0.04,RIGHT
-0.53,0.04,RIGHT
-0.52,0.04,RIGHT
-0.51,0.04,RIGHT
-0.5,0.04,RIGHT
-0.49,0.04,RIGHT
-0.48,0.04,RIGHT
-0.47,0.04,RIGHT
-0.46,0.04,RIGHT
-0.45,0.04,RIGHT
-0.44,0.04,RIGHT
-0.43,0.04,RIGHT
-0.42,0.04,RIGHT
-0.41,0.04,RIGHT
-0.4,0.04,RIGHT
-0.39,0.04,RIGHT
-0.38,0.04,RIGHT
-0.37,0.04,RIGHT
-0.36,0.04,RIGHT
-0.35,0.04,RIGHT
-0.34,0.04,RIGHT
-0.33,0.04,RIGHT
-0.32,0.04,RIGHT
-0.31,0.04,RIGHT
-0.3,0.04,RIGHT
-0.29,0.04,RIGHT
-0.28,0.04,RIGHT
-0.27,0.04,RIGHT
-0.26,0.04,RIGHT
-0.25,0.04,RIGHT
-0.24,0.04,RIGHT
-0.23,0.04,RIGHT
-0.22,0.04,RIGHT
-0.21,0.04,RIGHT
-0.2,0.04,RIGHT
-0.19,0.04,RIGHT
-0.18,0.04,RIGHT
-0.17,0.04,RIGHT
-0.16,0.04,RIGHT
-0.15,0.04,RIGHT
-0.14,0.04,RIGHT
-0.13,0.04,RIGHT
-0.12,0.04,RIGHT
-0.11,0.04,RIGHT
-0.1,0.04,RIGHT
-0.09,0.04,RIGHT
-0.08,0.04,RIGHT
-0.07,0.04,RIGHT
-0.06,0.04,RIGHT
-0.05,0.04,RIGHT
-0.04,0.04,RIGHT
-0.03,0.04,RIGHT
-0.02,0.04,RIGHT
-0.02,0.03,UP
-0.01,0.03,RIGHT
-0.01,0.02,UP
0.03,-0.024,RIGHT
0.03,-0.014,DOWN
0.02,-0.014,LEFT
0.566,0.22,LEFT
0.566,0.21,UP
0.566,0.2,UP
0.566,0.19,UP
0.566,0.18,UP
0.566,0.17,UP
0.566,0.16,UP
0.566,0.15,UP
0.566,0.14,UP
0.566,0.13,UP
0.566,0.12,UP
0.566,0.11,UP
0.566,0.1,UP
0.566,0.09,UP
0.566,0.08,UP
0.566,0.07,UP
0.566,0.06,UP
0.566,0.05,UP
0.566,0.04,UP
0.566,0.03,UP
0.566,0.02,UP
0.556,0.02,LEFT
0.546,0.02,LEFT
0.536,0.02,LEFT
0.526,0.02,LEFT
0.516,0.02,LEFT
0.506,0.02,LEFT
0.496,0.02,LEFT
0.486,0.02,LEFT
0.476,0.02,LEFT
0.466,0.02,LEFT
0.456,0.02,LEFT
0.446,0.02,LEFT
0.436,0.02,LEFT
0.426,0.02,LEFT
0.416,0.02,LEFT
0.406,0.02,LEFT
0.396,0.02,LEFT
0.386,0.02,LEFT
0.376,0.02,LEFT
0.366,0.02,LEFT
0.356,0.02,LEFT
0.346,0.02,LEFT
0.336,0.02,LEFT
0.326,0.02,LEFT
0.316,0.02,LEFT
0.306,0.02,LEFT
0.296,0.02,LEFT
0.286,0.02,LEFT
0.276,0.02,LEFT
0.266,0.02,LEFT
0.256,0.02,LEFT
0.246,0.02,LEFT
0.236,0.02,LEFT
0.226,0.02,LEFT
0.216,0.02,LEFT
0.206,0.02,LEFT
0.196,0.02,LEFT
0.186,0.02,LEFT
0.176,0.02,LEFT
0.166,0.02,LEFT
0.156,0.02,LEFT
0.146,0.02,LEFT
0.136,0.02,LEFT
0.126,0.02,LEFT
0.116,0.02,LEFT
0.106,0.02,LEFT
0.096,0.02,LEFT
0.086,0.02,LEFT
0.076,0.02,LEFT
0.066,0.02,LEFT
0.056,0.02,LEFT
0.046,0.02,LEFT
0.036,0.02,LEFT
0.026,0.02,LEFT
-0.07,-0.01,LEFT
-0.06,-0.01,RIGHT
-0.05,-0.01,RIGHT
-0.04,-0.01,RIGHT
-0.03,-0.01,RIGHT
-0.02,-0.01,RIGHT
-0.474,0.168,RIGHT
-0.474,0.158,UP
-0.474,0.148,UP
-0.474,0.138,UP
-0.474,0.128,UP
-0.474,0.118,UP
-0.474,0.108,UP
-0.474,0.098,UP
-0.474,0.088,UP
-0.474,0.078,UP
-0.474,0.068,UP
-0.474,0.058,UP
-0.474,0.048,UP
-0.464,0.048,RIGHT
-0.454,0.048,RIGHT
-0.444,0.048,RIGHT
-0.434,0.048,RIGHT
-0.424,0.048,RIGHT
-0.414,0.048,RIGHT
-0.404,0.048,RIGHT
-0.394,0.048,RIGHT
-0.384,0.048,RIGHT
-0.374,0.048,RIGHT
-0.364,0.048,RIGHT
-0.354,0.048,RIGHT
-0.344,0.048,RIGHT
-0.334,0.048,RIGHT
-0.324,0.048,RIGHT
-0.314,0.048,RIGHT
-0.304,0.048,RIGHT
-0.294,0.048,RIGHT
-0.284,0.048,RIGHT
-0.274,0.048,RIGHT
-0.264,0.048,RIGHT
-0.254,0.048,RIGHT
-0.244,0.048,RIGHT
-0.234,0.048,RIGHT
-0.224,0.048,RIGHT
-0.214,0.048,RIGHT
-0.204,0.048,RIGHT
-0.194,0.048,RIGHT
-0.184,0.048,RIGHT
-0.174,0.048,RIGHT
-0.164,0.048,RIGHT
-0.154,0.048,RIGHT
-0.144,0.048,RIGHT
-0.134,0.048,RIGHT
-0.124,0.048,RIGHT
-0.114,0.048,RIGHT
-0.104,0.048,RIGHT
-0.094,0.048,RIGHT
-0.084,0.048,RIGHT
-0.074,0.048,RIGHT
-0.074,0.038,UP
-0.064,0.038,RIGHT
-0.054,0.038,RIGHT
-0.044,0.038,RIGHT
-0.034,0.038,RIGHT
-0.024,0.038,RIGHT
-0.024,0.028,UP
0.398,-0.086,RIGHT
0.398,-0.076,DOWN
0.398,-0.066,DOWN
0.398,-0.056,DOWN
0.398,-0.046,DOWN
0.398,-0.036,DOWN
0.398,-0.026,DOWN
0.398,-0.016,DOWN
0.388,-0.016,LEFT
0.378,-0.016,LEFT
0.368,-0.016,LEFT
0.358,-0.016,LEFT
0.348,-0.016,LEFT
0.338,-0.016,LEFT
0.328,-0.016,LEFT
0.318,-0.016,LEFT
0.308,-0.016,LEFT
0.298,-0.016,LEFT
0.288,-0.016,LEFT
0.278,-0.016,LEFT
0.268,-0.016,LEFT
0.258,-0.016,LEFT
0.248,-0.016,LEFT
0.238,-0.016,LEFT
0.228,-0.016,LEFT
0.218,-0.016,LEFT
0.208,-0.016,LEFT
0.198,-0.016,LEFT
0.188,-0.016,LEFT
0.178,-0.016,LEFT
0.168,-0.016,LEFT
0.158,-0.016,LEFT
0.148,-0.016,LEFT
0.138,-0.016,LEFT
0.128,-0.016,LEFT
0.118,-0.016,LEFT
0.108,-0.016,LEFT
0.098,-0.016,LEFT
0.088,-0.016,LEFT
0.078,-0.016,LEFT
0.068,-0.016,LEFT
0.058,-0.016,LEFT
0.048,-0.016,LEFT
0.038,-0.016,LEFT
0.028,-0.016,LEFT
-0.172,-0.196,LEFT
-0.172,-0.186,DOWN
-0.172,-0.176,DOWN
-0.172,-0.166,DOWN
-0.172,-0.156,DOWN
-0.172,-0.146,DOWN
-0.172,-0.136,DOWN
-0.172,-0.126,DOWN
-0.172,-0.116,DOWN
-0.172,-0.106,DOWN
-0.172,-0.096,DOWN
-0.172,-0.086,DOWN
-0.172,-0.076,DOWN
-0.172,-0.066,DOWN
-0.172,-0.056,DOWN
-0.172,-0.046,DOWN
-0.172,-0.036,DOWN
-0.172,-0.026,DOWN
-0.172,-0.016,DOWN
-0.162,-0.016,RIGHT
-0.152,-0.016,RIGHT
-0.142,-0.016,RIGHT
-0.132,-0.016,RIGHT
-0.122,-0.016,RIGHT
-0.112,-0.016,RIGHT
-0.102,-0.016,RIGHT
-0.092,-0.016,RIGHT
-0.082,-0.016,RIGHT
-0.072,-0.016,RIGHT
-0.062,-0.016,RIGHT
-0.052,-0.016,RIGHT
-0.042,-0.016,RIGHT
-0.032,-0.016,RIGHT
-0.022,-0.016,RIGHT
0.382,0.132,DOWN
0.382,0.122,UP
0.382,0.112,UP
0.382,0.102,UP
0.382,0.092,UP
0.382,0.082,UP
0.382,0.072,UP
0.382,0.062,UP
0.382,0.052,UP
0.382,0.042,UP
0.382,0.032,UP
0.382,0.022,UP
0.372,0.022,LEFT
0.362,0.022,LEFT
0.352,0.022,LEFT
0.342,0.022,LEFT
0.332,0.022,LEFT
0.322,0.022,LEFT
0.312,0.022,LEFT
0.302,0.022,LEFT
0.292,0.022,LEFT
0.282,0.022,LEFT
0.272,0.022,LEFT
0.262,0.022,LEFT
0.252,0.022,LEFT
0.242,0.022,LEFT
0.232,0.022,LEFT
0.222,0.022,LEFT
0.212,0.022,LEFT
0.202,0.022,LEFT
0.192,0.022,LEFT
0.182,0.022,LEFT
0.172,0.022,LEFT
0.162,0.022,LEFT
0.152,0.022,LEFT
0.142,0.022,LEFT
0.132,0.022,LEFT
0.122,0.022,LEFT
0.112,0.022,LEFT
0.102,0.022,LEFT
0.092,0.022,LEFT
0.082,0.022,LEFT
0.072,0.022,LEFT
0.062,0.022,LEFT
0.052,0.022,LEFT
0.042,0.022,LEFT
0.032,0.022,LEFT
0.022,0.022,LEFT
-0.624,-0.516,LEFT
-0.624,-0.506,DOWN
-0.624,-0.496,DOWN
-0.624,-0.486,DOWN
-0.624,-0.476,DOWN
-0.624,-0.466,DOWN
-0.624,-0.456,DOWN
-0.624,-0.446,DOWN
-0.624,-0.436,DOWN
-0.624,-0.426,DOWN
-0.624,-0.416,DOWN
-0.624,-0.406,DOWN
-0.624,-0.396,DOWN
-0.624,-0.386,DOWN
-0.624,-0.376,DOWN
-0.624,-0.366,DOWN
-0.624,-0.356,DOWN
-0.624,-0.346,DOWN
-0.624,-0.336,DOWN
-0.624,-0.326,DOWN
-0.624,-0.316,DOWN
-0.624,-0.306,DOWN
-0.624,-0.296,DOWN
-0.624,-0.286,DOWN
-0.624,-0.276,DOWN
-0.624,-0.266,DOWN
-0.624,-0.256,DOWN
-0.624,-0.246,DOWN
-0.624,-0.236,DOWN
-0.624,-0.226,DOWN
-0.624,-0.216,DOWN
-0.624,-0.206,DOWN
-0.624,-0.196,DOWN
-0.624,-0.186,DOWN
-0.624,-0.176,DOWN
-0.624,-0.166,DOWN
-0.624,-0.156,DOWN
-0.624,-0.146,DOWN
-0.624,-0.136,DOWN
-0.624,-0.126,DOWN
-0.624,-0.116,DOWN
-0.624,-0.106,DOWN
-0.624,-0.096,DOWN
-0.624,-0.086,DOWN
-0.624,-0.076,DOWN
-0.624,-0.066,DOWN
-0.624,-0.056,DOWN
-0.624,-0.046,DOWN
-0.624,-0.036,DOWN
-0.624,-0.026,DOWN
-0.624,-0.016,DOWN
-0.624,-0.006,DOWN
-0.624,0.004,DOWN
-0.614,0.004,RIGHT
-0.604,0.004,RIGHT
-0.594,0.004,RIGHT
-0.584,0.004,RIGHT
-0.574,0.004,RIGHT
-0.564,0.004,RIGHT
-0.554,0.004,RIGHT
-0.544,0.004,RIGHT
-0.534,0.004,RIGHT
-0.524,0.004,RIGHT
-0.514,0.004,RIGHT
-0.504,0.004,RIGHT
-0.494,0.004,RIGHT
-0.484,0.004,RIGHT
-0.474,0.004,RIGHT
-0.464,0.004,RIGHT
-0.454,0.004,RIGHT
-0.444,0.004,RIGHT
-0.434,0.004,RIGHT
-0.424,0.004,RIGHT
-0.414,0.004,RIGHT
-0.404,0.004,RIGHT
-0.394,0.004,RIGHT
-0.384,0.004,RIGHT
-0.374,0.004,RIGHT
-0.364,0.004,RIGHT
-0.354,0.004,RIGHT
-0.344,0.004,RIGHT
-0.334,0.004,RIGHT
-0.324,0.004,RIGHT
-0.314,0.004,RIGHT
-0.304,0.004,RIGHT
-0.294,0.004,RIGHT
-0.284,0.004,RIGHT
-0.274,0.004,RIGHT
-0.264,0.004,RIGHT
-0.254,0.004,RIGHT
-0.244,0.004,RIGHT
-0.234,0.004,RIGHT
-0.224,0.004,RIGHT
-0.214,0.004,RIGHT
-0.204,0.004,RIGHT
-0.194,0.004,RIGHT
-0.184,0.004,RIGHT
-0.174,0.004,RIGHT
-0.164,0.004,RIGHT
-0.154,0.004,RIGHT
-0.144,0.004,RIGHT
-0.134,0.004,RIGHT
-0.124,0.004,RIGHT
-0.114,0.004,RIGHT
-0.104,0.004,RIGHT
-0.094,0.004,RIGHT
-0.084,0.004,RIGHT
-0.074,0.004,RIGHT
-0.064,0.004,RIGHT
-0.054,0.004,RIGHT
-0.044,0.004,RIGHT
-0.034,0.004,RIGHT
-0.024,0.004,RIGHT
